time_hours,T_1.0m,T_4.0m,T_8.0m,T_12.0m,T_14.0m
266.000,26.0736,26.0556,25.9895,26.0509,25.9784
267.000,26.1093,26.0610,26.0141,25.9549,26.0590
268.000,26.0684,26.0394,26.1085,25.9613,26.0393
269.000,26.0590,26.0294,26.0614,26.0205,26.0161
270.000,26.0954,26.1285,26.1016,26.0745,26.0620
271.000,26.0233,26.0094,26.0143,26.0090,25.9407
272.000,26.0076,25.9910,25.9986,26.0843,25.9719
273.000,25.9945,25.9768,25.9113,25.9868,26.0221
274.000,25.9351,25.9929,25.9630,26.0285,25.9183
275.000,25.9369,25.9618,26.0068,26.0356,26.0152
276.000,25.9535,25.9296,26.0166,26.0818,26.0632
277.000,25.9063,25.9817,26.0317,26.0636,25.9849
278.000,25.8578,26.0141,25.9940,25.9725,26.0680
279.000,25.8888,25.9601,25.9811,26.0097,26.0409
280.000,25.8237,25.9658,25.9229,25.9893,25.9775
281.000,25.9444,26.0048,26.0408,25.9985,25.9803
282.000,25.9952,25.9574,26.0254,26.0573,25.9945
283.000,26.0352,26.0545,25.9540,25.9169,25.9375
284.000,25.9727,25.9949,25.9659,25.9713,26.0383
285.000,25.9985,25.9815,26.0370,25.9678,25.9731
286.000,26.0076,25.9928,26.0143,26.0547,26.0863
287.000,26.0014,25.9553,25.9842,26.0225,25.8789
288.000,26.0211,26.1413,25.9747,26.1305,25.9850
289.000,26.0849,26.0519,26.0472,26.1633,25.9128
290.000,26.1726,26.0705,26.0556,25.9373,26.0667
291.000,25.9825,26.1583,26.0476,26.0701,26.0187
292.000,26.1965,26.1541,26.1094,26.0455,25.9876
293.000,26.0377,26.1880,26.0950,25.8964,25.9705
294.000,26.1029,26.0459,26.0829,26.0055,25.9978
295.000,26.0155,26.1329,26.0745,26.0066,25.9744
296.000,25.9951,26.0751,26.0252,26.0430,26.0669
297.000,25.9801,26.0328,26.0277,26.0460,25.9708
298.000,25.9271,25.9678,25.9751,26.0571,25.9775
299.000,25.9689,26.0161,26.0861,25.9458,25.9525
300.000,25.8997,25.9730,25.9651,25.9554,25.9431
301.000,25.8683,25.9629,25.9728,25.9364,25.9536
302.000,25.8685,26.0116,26.1021,26.0386,25.9884
303.000,25.8841,25.9624,26.0174,25.9757,26.0188
304.000,25.9334,26.0294,25.9246,25.9885,26.0419
305.000,25.9795,26.0057,26.0524,26.0495,25.9831
306.000,25.9083,25.9868,25.9083,25.9619,26.0277
307.000,25.8932,25.9680,25.8871,25.9282,26.0263
308.000,25.9517,25.9885,25.9572,26.0648,26.0114
309.000,25.9741,26.0980,26.0156,25.9576,25.9961
310.000,25.9961,26.0307,25.9436,25.9928,26.0861
311.000,25.9860,25.9793,26.0111,26.0452,25.9793
312.000,26.0074,26.0144,26.0404,26.0954,25.9914
313.000,26.0244,26.0700,26.0664,26.0012,26.0687
314.000,26.0419,26.0981,25.9860,25.9962,25.9249
315.000,26.0547,26.1407,26.1123,26.0282,25.9889
316.000,26.1356,26.1318,26.0756,26.0120,25.9508
317.000,26.1297,26.0288,26.1154,26.1240,25.9544
318.000,26.0411,26.1775,26.0970,26.0444,26.1146
319.000,26.0480,26.0976,25.9898,26.0173,26.0050
320.000,26.0487,26.1172,26.0554,25.9955,25.9902
321.000,26.0155,26.0830,26.0410,25.9984,26.0237
322.000,25.9585,26.0816,26.0622,26.0141,25.9830
323.000,26.0144,26.0142,25.9656,26.0017,26.0184
324.000,25.9691,25.9263,26.0327,26.0460,26.0070
325.000,25.9483,26.0061,26.0914,26.0022,25.9984
326.000,25.9082,25.9216,26.0084,26.0864,26.0301
327.000,25.8318,25.9340,26.0279,26.0875,25.9866
328.000,25.9111,25.8646,25.9511,25.9759,26.0005
329.000,25.9058,25.9718,25.9752,25.9915,25.9977
330.000,25.9989,25.9940,25.9104,25.9906,25.9179
331.000,25.9480,25.9890,25.9685,26.0332,26.0134
332.000,26.0155,26.0368,26.0295,26.0629,25.9688
333.000,25.9302,26.0191,26.0332,26.0078,26.0122
334.000,25.8580,26.1158,25.9404,25.9732,25.9578
335.000,26.0164,26.0860,26.0288,26.0271,25.9616
336.000,25.9894,26.2105,26.0858,26.1052,25.9560
337.000,26.0172,26.0873,25.9875,26.0483,26.0107
338.000,26.0609,26.0678,26.0333,26.0671,26.0509
339.000,26.0932,26.1109,26.0377,26.0257,25.9768
340.000,26.1014,26.0250,26.0164,26.1947,26.0572
341.000,26.0573,26.0967,26.0769,26.0307,26.0189
342.000,26.0613,26.0839,26.0966,25.9732,26.0504
343.000,26.0633,26.0524,26.0535,26.0841,26.0104
344.000,26.0577,26.0028,26.0166,26.0333,26.0512
345.000,25.9780,26.0402,26.0163,26.0078,25.9570
346.000,26.0470,26.0349,26.1008,25.9593,25.9633
347.000,25.9811,26.0894,25.9321,26.0247,26.0035
348.000,25.9624,25.9657,26.0065,25.9867,26.0612
349.000,25.9107,25.9382,26.0678,26.0054,25.9721
350.000,25.9309,25.9731,26.0338,26.0283,25.9705
351.000,25.9750,25.8631,25.9258,25.9575,25.9826
352.000,25.9318,25.9139,25.9549,25.9909,26.0150
353.000,25.8926,26.0136,25.9891,25.9193,26.0496
354.000,26.0540,25.9529,26.0394,25.9735,26.0048
355.000,25.9275,26.0089,25.9756,26.0570,25.9439
356.000,25.9519,25.9663,25.9546,25.9784,25.9607
357.000,25.9759,26.0381,25.9854,25.9576,25.9747
358.000,26.0097,25.9557,26.0354,26.0506,26.0115
359.000,25.9931,26.0156,26.0857,26.0257,26.0989
360.000,26.1055,26.0908,26.0679,26.0764,25.9701
361.000,26.1654,26.0807,26.1134,26.0876,25.9595
362.000,26.0336,26.0512,26.0020,25.9631,26.0223
363.000,26.1185,26.0909,26.0501,26.0389,25.9887
364.000,26.1423,26.0660,26.1189,26.0482,25.9321
365.000,26.0503,26.1349,25.9964,26.1028,26.0679
366.000,26.0360,26.1785,26.0914,26.0886,26.0273
367.000,26.0728,26.0785,26.0134,26.0458,25.9943
368.000,26.0781,26.0452,25.9377,25.9873,26.1138
369.000,26.0534,25.9573,26.0531,26.0826,26.0240
370.000,25.9708,26.0842,26.0561,25.9790,25.9908
371.000,26.0014,26.0640,25.9658,26.0097,26.0028
372.000,26.0155,26.0163,25.9619,26.0130,26.0206
373.000,25.9699,25.8621,25.9856,26.0469,25.9448
374.000,25.9706,25.9283,25.9999,25.9530,25.9867
375.000,25.8316,25.9188,25.9666,25.9622,25.9414
376.000,25.8982,25.9756,25.9359,26.0856,25.9658
377.000,25.8735,25.9670,25.9603,25.9761,25.9489
378.000,25.9704,25.9828,25.9485,25.9638,25.9913
379.000,25.9469,25.9869,25.9630,25.9782,25.9805
380.000,25.9837,26.0598,25.9944,25.9902,26.0056
381.000,25.8934,25.9762,26.0191,25.9911,25.9275
382.000,26.0242,26.0714,26.1062,26.0916,26.0624
383.000,26.0454,26.0104,26.0753,26.0187,26.1025
384.000,26.0415,26.0806,26.0735,26.0685,26.0951
385.000,26.0630,26.1163,26.1428,26.0101,26.0512
386.000,26.0675,26.0597,26.1463,26.0729,26.0327
387.000,26.1371,26.1097,26.1654,25.9096,25.9694
388.000,26.1038,26.1420,26.0655,26.0183,26.0057
389.000,26.0541,26.0628,26.0550,25.9877,25.9732
390.000,26.0564,26.0692,26.0372,26.0491,25.9483
391.000,26.0354,26.0639,26.1199,26.0732,25.9381
392.000,26.0728,25.9852,26.0422,26.0199,26.0628
393.000,26.0553,25.9747,25.9461,25.9745,25.9868
394.000,25.9765,26.1238,26.0563,26.0168,26.0454
395.000,25.9974,26.0119,26.0512,25.9759,25.9632
396.000,25.8791,25.9093,25.9815,25.9486,25.9884
397.000,26.0074,26.0839,25.8910,26.0616,26.0581
398.000,25.9237,25.9745,25.9077,26.0367,26.0334
399.000,25.8968,25.9259,25.9636,25.8801,26.0537
400.000,25.8198,25.9209,25.9229,26.0224,25.9688
401.000,25.9562,26.0016,25.9485,26.0039,25.9576
402.000,25.9390,25.9716,25.8871,25.9536,25.9948
403.000,25.9039,25.9161,25.9714,25.9418,26.0369
404.000,25.9670,26.0169,26.1238,25.9939,25.9935
405.000,26.0071,26.0980,25.9889,25.9671,25.9764
406.000,25.9844,25.9542,26.1201,26.0558,25.9580
407.000,26.1093,26.0136,26.0246,26.0906,25.9839
408.000,26.1574,26.1201,26.0307,25.9920,25.9763
409.000,26.1579,26.0285,26.1679,26.0325,26.0247
410.000,26.1391,25.9810,26.0568,26.0141,26.0088
411.000,26.0452,26.1148,26.0522,26.0437,25.9941
412.000,26.1140,26.1820,26.0340,26.0210,25.9960
413.000,26.1457,26.0096,26.1297,25.9133,26.0094
414.000,25.9993,26.1300,26.0240,26.0458,26.0192
415.000,26.0913,26.0694,26.1119,26.0175,25.9806
416.000,26.0266,26.0411,26.0441,26.0254,26.0039
417.000,25.9605,26.0579,26.1102,26.0715,26.0474
418.000,25.9163,25.9833,26.0731,26.0418,26.0553
419.000,25.8764,26.0200,25.9527,25.9480,26.0157
420.000,25.9755,25.9822,26.0900,25.9834,26.0104
421.000,25.9488,25.9182,26.0257,26.0280,25.9549
422.000,25.9363,26.0824,26.0090,25.9726,25.9737
423.000,25.9132,25.9128,25.9345,25.9301,25.9620
424.000,25.8702,25.9866,26.0137,25.9686,25.9731
425.000,25.9174,25.9623,26.0198,25.9569,26.0268
426.000,25.9153,25.9703,25.9887,25.9867,26.0017
427.000,25.9008,25.9428,26.0996,25.9059,26.0053
428.000,26.0527,25.9474,26.0449,25.9532,25.9524
429.000,25.9265,26.0247,26.0128,26.0852,26.0138
430.000,26.0286,26.0006,26.0148,26.0186,25.9889
431.000,26.0263,25.9856,26.1005,25.9502,25.8729
432.000,26.1232,26.0796,26.0525,25.9765,25.9462
433.000,26.0584,25.9659,26.0501,25.9809,26.0585
434.000,26.1288,25.9899,26.0435,26.0047,26.0572
435.000,26.1885,26.1124,26.0126,26.1097,26.0669
436.000,26.1255,25.9958,26.0806,26.0212,26.0322
437.000,26.0405,26.1372,26.0413,26.0171,26.0769
438.000,26.0844,26.1033,25.9867,26.0123,25.9778
439.000,26.1088,26.0725,26.0781,26.1128,26.0559
440.000,26.0083,26.0093,26.0247,26.0062,26.0605
441.000,26.0399,26.0877,26.0329,26.0117,26.0174
442.000,26.0229,26.0327,26.0806,26.0284,26.0598
443.000,25.9840,26.0362,25.9831,25.9957,25.9643
444.000,25.9363,26.0070,25.9816,25.9555,25.9752
445.000,25.8969,25.8304,26.0181,25.9013,25.9766
446.000,25.9322,25.9389,26.0177,26.0424,25.9371
447.000,25.9427,25.9432,25.9331,25.9940,26.0350
448.000,25.9648,26.0526,25.9580,25.9749,25.9900
449.000,25.9282,26.0017,25.9665,26.0213,25.9602
450.000,25.9921,26.0112,25.9212,25.9701,25.9990
451.000,25.9540,25.9432,25.9750,25.9439,26.0402
452.000,25.9188,25.9638,25.9461,26.0169,26.0251
453.000,26.0499,25.9039,26.0028,26.0516,25.9966
454.000,26.0533,25.9643,26.0351,26.0367,26.1050
455.000,26.0934,26.0829,26.0369,26.0174,25.9065
456.000,26.0407,26.0167,25.9678,26.0428,26.1030
457.000,26.0816,26.1388,26.1466,26.0504,26.0486
458.000,26.0217,26.0582,26.1253,26.1130,26.0247
459.000,26.0849,26.1114,26.0877,26.0294,26.0056
460.000,26.0591,26.1447,26.1325,26.0426,26.0387
461.000,26.1343,26.0464,26.0785,26.0862,26.0282
462.000,25.9722,26.1048,26.1083,25.9731,25.9963
463.000,26.0345,25.9854,26.1115,26.0053,26.0301
464.000,26.0644,26.0701,26.0319,25.9858,25.9249
465.000,25.9784,26.0753,25.9765,26.0669,26.0228
466.000,25.9678,26.0258,26.0243,26.0627,26.0178
467.000,26.0379,26.0228,26.0813,26.0052,26.0513
468.000,26.0296,25.9806,25.9867,26.0243,25.9888
469.000,25.9078,25.9282,25.9124,25.9696,25.9667
470.000,25.8661,26.0075,25.8814,26.0761,26.0016
471.000,25.9185,26.0233,25.9972,25.9525,25.9910
472.000,25.9174,26.0194,25.9698,25.9554,25.9437
473.000,25.9394,25.9746,26.0062,26.1017,25.9737
474.000,25.9841,25.9164,25.9967,26.0204,26.0440
475.000,25.8985,26.0133,25.9819,25.9814,25.9591
476.000,25.9783,26.0516,25.9573,26.0570,26.0255
477.000,26.1046,25.9776,25.9831,25.9793,25.9762
478.000,26.0807,26.0039,26.0004,26.0740,25.9544
479.000,26.1172,26.0820,26.0552,25.9499,26.0131
