time_hours,T_2.0m,T_10.0m,T_25.0m,T_45.0m,T_58.0m
52.000,26.9816,26.6631,25.1433,22.9301,22.1736
53.000,26.8967,26.7703,25.1630,23.0012,22.1642
54.000,27.0141,26.6216,25.1367,22.9165,22.0673
55.000,26.8439,26.6862,25.1992,23.0178,22.1034
56.000,26.9236,26.6096,25.0825,23.0873,22.1292
57.000,26.8799,26.5866,25.0595,23.0727,22.1517
58.000,26.8646,26.6735,25.0307,22.9967,22.1211
59.000,26.8165,26.5414,25.0799,23.0069,22.1218
60.000,26.7504,26.5357,25.0501,23.0880,22.1543
61.000,26.6574,26.5085,25.0269,23.0282,22.1475
62.000,26.6481,26.5209,25.0671,23.1206,22.0849
63.000,26.5758,26.4760,25.0173,23.0995,22.0765
64.000,26.6361,26.4562,25.0955,23.0547,22.1081
65.000,26.4996,26.5002,25.1130,23.0975,22.1011
66.000,26.5726,26.3993,25.1414,23.0671,22.1466
67.000,26.5000,26.4371,25.1646,23.0565,22.1569
68.000,26.5229,26.3794,25.0744,23.0648,22.1867
69.000,26.5136,26.4319,25.1216,23.1592,22.1365
70.000,26.5844,26.3467,25.1157,23.1925,22.0874
71.000,26.5920,26.3731,25.0760,23.0957,22.1471
72.000,26.4977,26.4139,25.0310,23.0956,22.0775
73.000,26.6064,26.4510,25.1610,23.2215,22.0924
74.000,26.5476,26.3953,25.0419,23.2127,22.0762
75.000,26.6744,26.4029,25.0951,23.2692,22.1237
76.000,26.6077,26.4269,25.1190,23.1551,22.0614
77.000,26.5133,26.4540,25.1301,23.2203,22.1122
78.000,26.5950,26.4595,25.1213,23.2204,22.1384
79.000,26.5342,26.3852,25.1588,23.2212,22.0985
80.000,26.5408,26.4210,25.1048,23.1812,22.1038
81.000,26.4952,26.3239,25.1222,23.1723,22.0313
82.000,26.4453,26.3386,25.1420,23.2429,22.0806
83.000,26.4160,26.2939,25.0529,23.1898,22.0984
84.000,26.3800,26.2217,25.0995,23.2688,22.0317
85.000,26.3720,26.2580,25.1151,23.2948,22.1321
86.000,26.3014,26.2086,25.0377,23.2193,22.0774
87.000,26.2663,26.1830,25.0720,23.2069,22.0792
88.000,26.2863,26.1566,25.1259,23.2265,22.0801
89.000,26.2620,26.1427,25.1014,23.1573,22.1790
90.000,26.1920,26.1688,24.9865,23.2212,22.0943
91.000,26.2070,26.2177,25.0494,23.2910,22.1035
92.000,26.2318,26.1542,25.0751,23.3122,22.1090
93.000,26.2614,26.0852,25.0461,23.3500,22.0995
94.000,26.2124,26.1923,25.2045,23.2167,22.0485
95.000,26.2045,26.0978,25.0798,23.2292,22.0295
96.000,26.3305,26.1593,25.0631,23.1753,22.0859
97.000,26.2599,26.2046,25.1045,23.2440,22.1415
98.000,26.3208,26.1568,25.1045,23.2034,22.0356
99.000,26.3580,26.2509,25.1203,23.3457,22.0832
100.000,26.2599,26.1009,25.1064,23.3324,22.1580
101.000,26.3188,26.1853,25.1365,23.2613,22.1900
102.000,26.2563,26.1070,25.1266,23.2513,22.1716
103.000,26.2780,26.1351,25.0168,23.1812,22.1948
104.000,26.1847,26.1853,25.0562,23.2794,22.0995
105.000,26.1676,26.1117,25.0835,23.2646,22.0985
106.000,26.1984,26.1437,25.0288,23.2715,22.0302
107.000,26.1223,26.0265,25.1210,23.2691,22.1374
108.000,26.1747,26.0848,25.0233,23.2160,22.1146
109.000,26.0709,26.0547,25.0880,23.3432,22.1076
110.000,26.0680,26.0560,25.0461,23.2957,22.1538
111.000,25.9687,26.0419,25.0269,23.2807,22.0833
112.000,26.0526,25.9512,25.1183,23.3520,22.1738
113.000,26.0485,26.0041,25.0857,23.2420,22.1430
114.000,26.0014,26.0149,25.0461,23.4009,22.1645
115.000,26.0487,25.9592,25.0276,23.2980,22.0304
116.000,25.9492,25.9635,25.0245,23.2854,22.1166
117.000,26.0345,26.0054,25.0221,23.3464,22.1802
118.000,25.9418,25.9527,25.0103,23.2544,22.1432
119.000,26.1336,25.9627,25.0090,23.3376,22.1376
120.000,26.0679,26.0610,25.0724,23.2476,22.1709
121.000,26.0270,26.0315,25.0193,23.3550,22.1653
122.000,26.1161,26.0058,24.9859,23.3035,22.0876
123.000,26.1043,25.9992,24.9626,23.3646,22.0817
124.000,26.1022,25.9999,25.0116,23.3127,22.1731
125.000,26.1204,26.0806,25.1126,23.3204,22.1462
126.000,26.1772,26.0140,25.0714,23.2381,22.1415
127.000,26.0753,25.9568,25.0809,23.3072,22.1756
128.000,26.0100,25.8993,25.0491,23.2969,22.0491
129.000,26.0454,25.9242,24.9433,23.3443,22.0247
130.000,26.0411,25.9435,24.9840,23.2132,22.1850
131.000,25.9486,25.9845,24.9734,23.2435,22.1123
132.000,25.9220,25.8456,24.9975,23.3564,22.1383
133.000,25.8446,25.8965,25.0109,23.3463,22.1454
134.000,25.8177,25.8345,25.0221,23.3296,22.0539
135.000,25.8484,25.7974,25.0388,23.2944,22.1022
136.000,25.7449,25.8830,24.9201,23.3431,22.1483
137.000,25.8671,25.8142,24.9799,23.2975,22.1260
138.000,25.7152,25.8017,24.9018,23.3662,22.0970
139.000,25.7530,25.8773,24.9800,23.4275,22.1722
140.000,25.8658,25.7773,24.8579,23.2824,22.1632
141.000,25.8539,25.7870,24.9176,23.2945,22.1543
142.000,25.9547,25.7812,24.9282,23.2976,22.0901
143.000,25.8807,25.8286,24.9569,23.3887,22.1510
144.000,25.8140,25.9192,25.0119,23.3287,22.0613
145.000,25.8861,25.8057,24.8957,23.2618,22.0684
146.000,25.9002,25.7891,24.9857,23.3561,22.0864
147.000,25.9294,25.7593,24.9584,23.3223,22.1480
148.000,25.8394,25.8335,24.8753,23.2958,22.1919
149.000,25.9668,25.8769,24.9363,23.3896,22.1905
150.000,25.9493,25.8633,24.9857,23.2871,22.1707
151.000,25.9013,25.7887,24.9182,23.2874,22.2029
152.000,25.8957,25.7919,25.0245,23.2853,22.1872
153.000,25.8745,25.7882,24.9950,23.2685,22.0900
154.000,25.8948,25.8418,24.8614,23.3027,22.1569
155.000,25.8885,25.7926,24.9341,23.3708,22.1617
156.000,25.7780,25.7811,24.8741,23.2858,22.1755
157.000,25.7460,25.7220,24.9117,23.3259,22.1013
158.000,25.7512,25.6952,24.9305,23.2147,22.1691
159.000,25.6648,25.6853,24.9420,23.2431,22.0822
160.000,25.7751,25.8141,24.8167,23.2953,22.1081
161.000,25.6528,25.7098,24.9932,23.2337,22.1452
162.000,25.6939,25.6904,24.8877,23.3366,22.1060
163.000,25.7029,25.6219,24.8177,23.2936,22.0819
164.000,25.6708,25.6597,24.8667,23.3253,22.1121
165.000,25.7119,25.6888,24.8401,23.3121,22.1134
166.000,25.7591,25.7660,24.8987,23.3184,22.0827
167.000,25.6325,25.6480,24.8927,23.3719,22.1316
168.000,25.7003,25.6918,24.9294,23.2840,22.1664
169.000,25.7378,25.7266,24.8863,23.3337,22.0437
170.000,25.7907,25.7543,24.8276,23.2899,22.1013
171.000,25.7170,25.7448,24.9481,23.3349,22.1153
172.000,25.8171,25.7277,24.9054,23.2746,22.1583
173.000,25.7728,25.6859,24.8422,23.2812,22.1576
174.000,25.7769,25.7601,24.8227,23.3144,22.1100
175.000,25.7950,25.8445,24.8022,23.2902,22.1503
176.000,25.8394,25.8028,24.9241,23.2415,22.1663
177.000,25.7556,25.7311,24.8662,23.2744,22.1223
178.000,25.5823,25.6487,24.9886,23.4018,22.1768
179.000,25.6218,25.6584,24.9059,23.2704,22.0373
180.000,25.7119,25.7654,24.8746,23.3052,22.1490
181.000,25.6410,25.6839,24.8803,23.3576,22.1808
182.000,25.5607,25.6046,24.9431,23.2933,22.1955
183.000,25.5647,25.6272,24.8600,23.2299,22.2231
184.000,25.5763,25.4759,24.8451,23.2933,22.1303
185.000,25.6638,25.6086,24.7547,23.3257,22.1839
186.000,25.5106,25.6119,24.7711,23.3452,22.1139
187.000,25.5015,25.5698,24.8519,23.3652,22.0895
188.000,25.5187,25.6021,24.7796,23.3280,22.0912
189.000,25.4124,25.6148,24.7959,23.3164,22.1583
190.000,25.5949,25.5599,24.8850,23.2583,22.0827
191.000,25.5260,25.5707,24.8135,23.2230,22.1582
192.000,25.6901,25.5378,24.7641,23.2993,22.1807
193.000,25.6519,25.6466,24.8453,23.2258,22.1660
194.000,25.6551,25.6289,24.7981,23.2402,22.0967
195.000,25.7357,25.6702,24.8210,23.3077,22.1552
196.000,25.5755,25.6172,24.8501,23.3535,22.1379
197.000,25.6734,25.6175,24.8645,23.2677,22.2425
198.000,25.7368,25.5671,24.7607,23.3343,22.1834
199.000,25.6389,25.6974,24.8560,23.1952,22.1867
200.000,25.6753,25.6251,24.8583,23.2890,22.0440
201.000,25.5283,25.6089,24.8350,23.2960,22.1044
202.000,25.5823,25.5128,24.7869,23.2985,22.2042
203.000,25.5872,25.5404,24.8097,23.2829,22.1341
204.000,25.6268,25.4546,24.8474,23.2923,22.1084
205.000,25.5059,25.5129,24.7994,23.2176,22.1608
206.000,25.4885,25.6245,24.7032,23.2720,22.0992
207.000,25.4968,25.3901,24.7500,23.2912,22.0297
208.000,25.4058,25.5586,24.7925,23.2120,22.1083
209.000,25.3974,25.3895,24.7694,23.2520,22.0780
210.000,25.4161,25.4930,24.5957,23.2779,22.0765
211.000,25.3844,25.4000,24.7238,23.2362,22.2057
212.000,25.3986,25.4636,24.7587,23.2747,22.0612
213.000,25.4548,25.3885,24.7678,23.1791,22.1887
214.000,25.3715,25.5051,24.7484,23.2550,22.1045
215.000,25.4474,25.4754,24.7171,23.1962,22.1263
216.000,25.4932,25.3936,24.7303,23.1624,22.1007
217.000,25.4699,25.5176,24.6764,23.2075,22.0687
218.000,25.4793,25.5166,24.7116,23.3065,22.0958
219.000,25.4934,25.4409,24.6930,23.2801,22.0399
220.000,25.5198,25.4814,24.7465,23.1973,22.1528
221.000,25.4345,25.3981,24.6484,23.2310,22.1452
222.000,25.4840,25.4737,24.7337,23.2490,22.1889
223.000,25.4693,25.5225,24.6573,23.1535,22.1353
224.000,25.4477,25.4250,24.6327,23.1482,22.2112
225.000,25.3322,25.3918,24.7841,23.1904,22.1856
226.000,25.3677,25.3935,24.7387,23.1567,22.1019
227.000,25.3515,25.4074,24.5966,23.1810,22.0951
228.000,25.3162,25.2966,24.6023,23.2682,22.0657
229.000,25.3174,25.3045,24.6375,23.1973,22.0544
230.000,25.3401,25.3903,24.5595,23.2655,22.1001
231.000,25.2282,25.3804,24.5693,23.2312,22.1785
232.000,25.1721,25.2147,24.5817,23.1378,22.0473
233.000,25.2025,25.3315,24.5037,23.1539,21.9894
234.000,25.1773,25.3202,24.4364,23.0224,22.1289
235.000,25.2226,25.3433,24.5026,23.0058,22.1490
236.000,25.0898,25.2853,24.5372,23.0441,22.1425
237.000,25.2511,25.2288,24.4981,23.1751,22.1328
238.000,25.1535,25.1523,24.3656,23.1159,22.0688
239.000,25.2048,25.2177,24.4785,23.0706,22.2154
240.000,25.1917,25.1683,24.4554,23.1450,22.1060
241.000,25.1680,25.2139,24.4137,23.1094,22.1356
242.000,25.2282,25.1956,24.3619,23.0706,22.0826
243.000,25.1596,25.1335,24.3974,23.0382,22.0715
244.000,25.0892,25.1192,24.3477,22.9713,22.1156
245.000,25.1564,25.1401,24.4167,22.9872,22.1535
246.000,25.1471,25.0870,24.3695,23.0544,22.0538
247.000,25.0301,25.1471,24.4226,23.0731,22.1016
248.000,25.0468,25.0531,24.2723,22.9985,22.0734
249.000,25.0432,25.0849,24.3361,23.0331,22.1806
250.000,25.0284,25.0984,24.2789,22.9697,22.0479
251.000,25.0878,25.0965,24.2715,23.0170,22.0847
252.000,24.9348,24.9340,24.3600,23.0285,22.1988
253.000,24.8762,24.9556,24.2840,22.9306,22.0908
254.000,24.9571,24.9482,24.2633,23.0306,22.0748
255.000,24.9986,25.0207,24.2730,22.9461,22.0882
256.000,24.8393,24.9924,24.2457,23.1267,22.1569
257.000,24.7961,24.8758,24.2607,23.0138,22.0022
258.000,24.9524,24.9294,24.1769,22.9125,22.0865
259.000,24.8656,24.9141,24.1827,22.7800,22.1007
260.000,24.8733,24.8111,24.1862,22.8607,22.0748
261.000,24.9155,24.9200,24.1808,22.8643,22.1668
262.000,24.8757,24.9430,24.1510,23.0265,22.1382
263.000,24.8184,24.8230,24.2545,22.9171,22.0109
264.000,24.8827,24.8130,24.1632,22.8933,22.0512
265.000,24.9413,24.7969,24.1156,22.9423,22.1069
266.000,24.9138,24.8837,24.2254,22.9143,22.1030
267.000,24.8241,24.8796,24.2005,22.8995,22.0816
268.000,24.8881,24.9255,24.0683,22.9922,22.0982
269.000,24.9193,24.8590,24.1595,22.9388,22.0863
270.000,24.9199,24.9584,24.0979,22.9245,22.0989
271.000,24.9378,24.8418,24.1505,22.9056,22.1266
272.000,24.9432,24.8239,24.1465,22.9075,22.1250
273.000,24.8958,24.8801,24.1156,22.8818,22.0590
274.000,24.8940,24.8552,24.0582,22.9472,22.1601
275.000,24.7764,24.8487,24.1588,22.8824,22.0918
276.000,24.7691,24.7290,24.0950,22.9689,22.0607
277.000,24.7988,24.8965,24.1956,23.0276,22.0865
278.000,24.7776,24.8303,24.1334,22.9433,22.1279
279.000,24.6863,24.8742,24.1715,22.9265,22.1627
280.000,24.7297,24.7780,24.0860,22.8869,22.0414
281.000,24.6215,24.7418,24.1633,22.9190,22.0212
282.000,24.6690,24.7728,24.1178,22.9416,22.0124
283.000,24.7123,24.7566,24.1212,22.9396,22.0018
284.000,24.6859,24.6965,24.1377,22.9620,22.1216
285.000,24.7815,24.8087,24.1103,23.0337,22.1249
286.000,24.7852,24.8293,24.1607,22.9136,22.1247
287.000,24.7716,24.8406,24.1414,22.9173,22.0750
288.000,24.7838,24.8248,24.1672,22.8961,22.0637
289.000,24.8293,24.8193,24.1872,22.9711,22.1017
290.000,24.8114,24.8132,24.1593,22.8997,22.1010
291.000,24.8445,24.8478,24.2019,22.8737,22.1072
292.000,24.8301,24.8433,24.1199,22.8885,22.0468
293.000,24.8325,24.8276,24.1136,22.9480,22.0803
294.000,24.8336,24.8734,24.2096,22.9003,22.0931
295.000,24.8767,24.8023,24.1881,22.9329,22.1272
296.000,24.8297,24.8196,24.0469,22.9298,22.1899
297.000,24.8316,24.8223,24.0857,22.8937,22.1208
298.000,24.7388,24.7225,24.0447,22.9215,22.1031
299.000,24.7654,24.7850,24.0898,22.9566,22.1217
300.000,24.7312,24.8320,24.1253,22.9811,21.9642
301.000,24.6665,24.7612,24.1267,22.9852,22.1198
302.000,24.6277,24.7617,24.0468,22.9205,22.0429
303.000,24.6241,24.6962,24.2668,22.9161,22.0933
304.000,24.7057,24.7016,24.0576,22.9540,22.0820
305.000,24.6279,24.8238,24.1070,22.9980,22.0449
306.000,24.5941,24.7393,24.1873,22.9317,22.1343
307.000,24.6433,24.6957,24.0641,22.9523,22.0558
308.000,24.5014,24.7933,23.9901,23.0306,22.0883
309.000,24.6330,24.6913,24.0750,22.9355,22.0855
310.000,24.5578,24.7050,24.1206,22.9060,22.0364
311.000,24.7283,24.7261,24.1350,22.9012,22.0647
312.000,24.8127,24.7449,24.0064,22.9737,22.1046
313.000,24.7116,24.7169,24.0412,22.9273,22.0791
314.000,24.7460,24.7215,24.1343,22.9822,22.1111
315.000,24.7112,24.7311,24.0764,23.0511,22.0294
316.000,24.7785,24.7300,24.0851,23.0161,22.1145
317.000,24.7311,24.8880,24.1232,22.8561,22.1209
318.000,24.8951,24.7749,24.1575,23.0085,22.1851
319.000,24.8131,24.8296,24.1143,22.9933,22.1436
320.000,24.6338,24.8088,24.0350,22.9067,22.0938
321.000,24.7387,24.8494,24.2011,22.9487,21.9938
322.000,24.7396,24.7587,24.0395,22.9393,22.0062
323.000,24.7651,24.7178,24.1059,22.9469,22.0637
324.000,24.6051,24.7635,24.0697,22.9559,22.1370
325.000,24.6234,24.7079,24.0610,22.9494,22.1220
326.000,24.5823,24.7220,24.1610,22.9192,22.0933
327.000,24.6167,24.6489,24.0933,22.8513,22.1192
328.000,24.4703,24.6315,24.1456,23.0038,22.0236
329.000,24.6217,24.6329,24.0948,22.8343,22.1051
330.000,24.6114,24.7021,23.9928,22.9252,22.0534
331.000,24.6039,24.6492,24.0545,22.8893,22.0110
332.000,24.5985,24.6839,24.1063,22.9744,22.1051
333.000,24.6701,24.5411,24.0558,22.8627,21.9832
334.000,24.6306,24.6583,24.1300,23.0070,22.1048
335.000,24.6359,24.6778,24.0738,22.9345,22.0493
336.000,24.7300,24.6836,24.1517,22.9072,22.0629
337.000,24.6814,24.6400,24.1041,22.9560,22.0985
338.000,24.6682,24.7054,24.0980,23.0147,22.1248
339.000,24.6656,24.7556,24.1307,22.9699,22.0311
340.000,24.7120,24.6829,24.0520,22.9583,22.0853
341.000,24.6863,24.7414,24.0121,22.9692,22.1672
342.000,24.6834,24.7165,24.1045,22.9974,22.1312
343.000,24.8296,24.6511,24.0724,22.9459,22.1121
344.000,24.7180,24.7514,24.1146,22.9776,22.1029
345.000,24.6829,24.7249,24.1208,22.9215,22.0770
346.000,24.6787,24.7217,24.1284,22.9738,22.1001
347.000,24.6417,24.6134,24.0505,22.9592,22.0909
348.000,24.6134,24.7075,24.0810,23.0182,22.1944
349.000,24.6300,24.6765,24.0801,22.9575,22.2032
350.000,24.5925,24.6744,24.0473,22.8751,22.0887
351.000,24.4995,24.7116,24.1323,22.8321,22.0937
352.000,24.4472,24.6257,24.1362,22.9200,22.0513
353.000,24.4848,24.5338,24.0503,22.8458,22.0911
354.000,24.5849,24.6604,24.1067,22.9271,22.0497
355.000,24.4707,24.6854,24.1091,22.9106,22.1869
356.000,24.5318,24.6222,24.1256,22.8904,22.1641
357.000,24.5691,24.6679,24.1229,23.0132,22.1257
358.000,24.5208,24.5866,24.1011,22.9389,22.1025
359.000,24.5765,24.6658,24.0627,22.9611,22.0947
360.000,24.6395,24.6158,24.0525,22.9429,22.0627
361.000,24.6198,24.6203,24.0475,22.9172,22.1276
362.000,24.6444,24.6491,23.9805,22.9120,22.1584
363.000,24.6319,24.5726,24.1085,22.8960,22.0997
364.000,24.5919,24.6950,24.0664,22.9164,22.0710
365.000,24.7323,24.6333,24.0985,22.9014,22.0774
366.000,24.6436,24.6253,23.9828,22.9500,22.1296
367.000,24.6369,24.5825,24.0795,22.8822,22.0366
368.000,24.6416,24.6469,24.0918,22.9072,22.1323
369.000,24.6463,24.6437,23.9194,22.9389,22.0669
370.000,24.6485,24.6770,24.0407,22.9493,22.1098
371.000,24.4842,24.6848,24.0150,22.9729,22.1386
372.000,24.5636,24.6060,23.9460,22.9586,22.1327
373.000,24.5016,24.6049,24.0863,22.9043,22.2098
374.000,24.5676,24.6172,23.9693,22.9488,22.0144
375.000,24.4824,24.5909,24.1120,22.9633,22.0599
376.000,24.4683,24.6359,23.9587,22.8763,22.1666
377.000,24.4271,24.5030,23.9972,22.9416,22.0959
378.000,24.4543,24.4889,24.0755,22.8091,22.1207
379.000,24.5578,24.4286,23.9941,22.9166,22.0279
380.000,24.3749,24.5758,24.0380,22.9855,22.1051
381.000,24.5560,24.4875,24.0255,22.9590,22.1054
382.000,24.5790,24.5556,23.9999,22.8965,22.0283
383.000,24.5668,24.5615,24.1069,22.9312,22.1013
384.000,24.6041,24.5402,24.0968,22.8942,22.2025
385.000,24.6009,24.5974,24.0197,22.9582,22.1055
386.000,24.6054,24.6603,23.9883,22.9017,22.0408
387.000,24.6059,24.6297,24.1016,23.0027,21.9451
388.000,24.6420,24.5788,24.0035,22.8707,22.1068
389.000,24.6673,24.6245,23.9952,22.9438,22.0754
390.000,24.6626,24.6522,24.0590,22.9072,22.0704
391.000,24.5653,24.6030,24.0480,22.8420,22.0973
392.000,24.6889,24.6610,24.0635,22.8670,22.1039
393.000,24.6324,24.5938,24.0579,22.8597,22.0987
394.000,24.6387,24.5798,24.1178,22.8737,22.0967
395.000,24.5252,24.5873,24.0492,22.7939,22.0119
396.000,24.5877,24.4965,23.9960,22.9517,22.0561
397.000,24.5045,24.5208,24.0095,22.9012,22.1637
398.000,24.4775,24.4566,23.9796,22.9926,22.0744
399.000,24.4438,24.5407,24.0139,22.8846,22.0754
400.000,24.4920,24.6059,23.9951,22.8980,22.0863
401.000,24.3769,24.6085,24.0038,22.9783,22.1192
402.000,24.4256,24.5576,23.9599,22.8829,22.0779
403.000,24.4352,24.4825,23.9618,22.9525,22.1364
404.000,24.5002,24.5533,24.0774,22.9879,22.0215
405.000,24.4821,24.4312,23.9200,22.9868,22.0876
406.000,24.5314,24.5803,24.0464,22.9430,22.0264
407.000,24.4626,24.5971,23.9889,23.0021,22.0502
408.000,24.4937,24.5033,24.0844,22.9232,22.0575
409.000,24.5424,24.6168,24.0048,22.9312,22.0815
410.000,24.6358,24.5925,24.0457,22.8807,22.0904
411.000,24.6535,24.6265,24.0227,22.8979,22.0766
412.000,24.5979,24.5175,24.0560,22.8942,21.9956
413.000,24.5699,24.5949,24.0387,23.0221,22.1273
414.000,24.6307,24.5270,23.9718,22.8263,22.0492
415.000,24.5467,24.6409,23.9923,22.8797,22.1218
416.000,24.6251,24.5672,23.9104,22.9694,22.0320
417.000,24.5492,24.5880,24.0341,22.8741,22.0771
418.000,24.5716,24.6139,23.9515,22.8586,22.0228
419.000,24.4936,24.5662,23.9888,22.9493,22.0435
420.000,24.4866,24.5502,23.9424,22.9843,22.0994
421.000,24.4496,24.5262,23.9782,22.9206,22.0965
422.000,24.3926,24.5411,23.9766,22.8476,22.0218
423.000,24.4184,24.5837,23.9916,22.8766,22.0251
424.000,24.4119,24.5142,23.9606,22.9499,22.0575
425.000,24.4411,24.6119,24.0240,22.8935,22.0857
426.000,24.4374,24.4735,23.9690,22.8434,22.0797
427.000,24.4713,24.4704,23.9784,22.8435,22.0639
428.000,24.4413,24.4991,23.8831,22.9589,22.0808
429.000,24.4160,24.5053,23.9870,22.9022,22.1621
430.000,24.4496,24.5376,24.0300,22.8114,22.0431
431.000,24.3966,24.4939,24.0391,22.8688,22.0309
432.000,24.5423,24.5348,23.9915,22.8485,22.1381
433.000,24.4859,24.5206,23.9754,22.9427,22.0440
434.000,24.6087,24.4770,23.9139,22.8609,22.0703
435.000,24.5003,24.5607,24.0349,22.8601,22.0494
436.000,24.5434,24.5533,24.0306,22.9765,22.0432
437.000,24.6387,24.6096,23.9822,22.9852,22.1264
438.000,24.6417,24.6348,24.0316,22.8885,22.1076
439.000,24.5494,24.5136,24.0929,22.8584,22.0968
440.000,24.5525,24.6096,23.9933,22.8593,22.1342
441.000,24.5717,24.5762,23.9679,22.9381,22.1356
442.000,24.5509,24.5349,23.8536,22.9072,21.9684
443.000,24.4199,24.5380,24.0095,22.8836,22.0405
444.000,24.5196,24.5983,23.8939,22.8656,22.1513
445.000,24.4136,24.4912,23.9476,22.9498,22.0411
446.000,24.4612,24.5103,24.0919,22.8693,22.0286
447.000,24.3994,24.4187,23.9653,22.8181,22.0372
448.000,24.3082,24.4859,24.0337,22.9591,21.9955
449.000,24.3360,24.4107,23.9792,22.8934,22.0652
450.000,24.3934,24.4533,24.0000,22.8708,22.0542
451.000,24.3280,24.4761,23.8739,22.9111,22.0637
452.000,24.3448,24.4793,23.9560,22.8605,22.0945
453.000,24.3626,24.5267,23.9110,22.8003,22.1298
454.000,24.4723,24.4071,23.9157,22.9469,22.0139
455.000,24.3783,24.5272,24.0042,22.8386,22.0750
456.000,24.3707,24.4271,23.9649,22.8447,21.9850
457.000,24.4218,24.5263,23.9556,22.9312,22.1080
458.000,24.5332,24.4953,23.9073,22.8969,22.0938
459.000,24.5247,24.5832,23.9738,22.8614,22.0539
460.000,24.5937,24.4741,24.0184,22.8937,22.0405
461.000,24.6036,24.5611,23.9667,22.9117,22.0340
462.000,24.5099,24.4996,24.0418,22.9573,22.0736
463.000,24.5957,24.6211,23.9429,22.9111,22.0878
464.000,24.4617,24.6026,23.9761,22.8681,22.0342
465.000,24.4874,24.5142,23.9790,23.0106,22.1723
466.000,24.5325,24.6073,23.9053,22.9331,22.1448
467.000,24.4427,24.4172,23.8606,22.9206,22.0134
468.000,24.4600,24.5729,24.0269,22.8541,22.0445
469.000,24.4073,24.5019,23.8960,22.9099,22.0175
470.000,24.4533,24.4373,23.9486,22.9297,22.0679
471.000,24.3303,24.4252,23.9505,22.9922,22.0421
472.000,24.2943,24.4269,23.9414,22.9159,22.1049
473.000,24.2594,24.4243,23.8160,22.9395,22.0611
474.000,24.3573,24.5332,23.9048,22.9472,22.0453
475.000,24.3477,24.4532,23.9485,22.9580,22.0651
476.000,24.4092,24.4715,23.9605,22.9251,22.1115
477.000,24.4420,24.3364,23.9431,22.9338,22.0730
478.000,24.3844,24.4261,23.8661,22.8749,22.1683
479.000,24.4445,24.3569,24.0007,22.9055,22.0576
