time_hours,T_2.0m,T_15.0m,T_40.0m,T_70.0m,T_95.0m
58.000,27.5442,27.8124,22.7484,17.9834,17.9936
59.000,27.5029,27.8017,22.8538,18.0307,17.9820
60.000,27.3608,27.8556,22.8252,18.1252,18.0141
61.000,27.4935,27.8514,22.7846,18.0548,18.0371
62.000,27.4443,27.9305,22.8728,18.0879,17.9720
63.000,27.3624,27.8114,22.8788,18.0572,18.0704
64.000,27.3796,27.8069,22.8003,17.9750,17.9737
65.000,27.4791,27.8330,22.8347,18.1217,17.9193
66.000,27.2714,27.8155,22.8329,18.0039,17.9787
67.000,27.3093,27.8155,22.7363,18.0557,17.9732
68.000,27.4017,27.8145,22.7325,17.9717,17.9571
69.000,27.4215,27.9600,22.8013,18.0448,18.0339
70.000,27.3910,27.8253,22.7380,18.0259,18.0411
71.000,27.4725,27.9106,22.7617,18.0599,17.9410
72.000,27.4939,27.8348,22.7605,18.0898,18.0526
73.000,27.6283,27.8489,22.8438,18.0768,18.0766
74.000,27.5795,27.8375,22.8975,17.9978,17.9766
75.000,27.5503,27.9023,22.7765,18.0729,17.9361
76.000,27.5841,27.9692,22.7225,18.0481,18.0021
77.000,27.7053,27.8652,22.8510,18.0149,18.0243
78.000,27.5779,27.9616,22.8267,18.0375,17.9895
79.000,27.6221,27.8895,22.8070,18.1200,17.9965
80.000,27.6022,27.9468,22.7187,18.1479,17.9369
81.000,27.6385,27.8586,22.7897,18.0485,18.0082
82.000,27.6270,27.8965,22.8759,18.0546,18.1105
83.000,27.5226,27.9113,22.8396,18.1021,18.0149
84.000,27.6089,27.8784,22.7420,18.0009,17.9797
85.000,27.4999,27.9640,22.8193,18.0422,18.0216
86.000,27.5238,27.8655,22.8758,18.1059,18.0601
87.000,27.5992,27.9067,22.8188,18.1371,18.0187
88.000,27.5161,27.7103,22.7747,18.0740,18.0119
89.000,27.5567,27.8921,22.9107,18.0841,17.9730
90.000,27.4023,27.8466,22.8308,18.0793,17.9178
91.000,27.4337,27.8929,22.8501,18.0610,18.0444
92.000,27.4708,27.8799,22.7603,18.0600,17.9526
93.000,27.4826,27.8546,22.9139,18.0658,17.9566
94.000,27.4950,27.9172,22.7165,18.0848,18.1118
95.000,27.5544,27.8140,22.9101,18.0092,18.0285
96.000,27.6049,27.8872,22.8805,18.0480,18.0700
97.000,27.5713,27.9371,22.8188,18.0800,18.0532
98.000,27.6533,27.8856,22.7691,18.0974,18.0479
99.000,27.6813,27.8791,22.8149,18.0871,18.0072
100.000,27.6657,27.9373,22.8292,18.1505,18.0058
101.000,27.7089,27.8914,22.8893,18.1336,17.9616
102.000,27.7727,27.9052,22.8339,18.1844,18.0549
103.000,27.7832,27.8656,22.8047,18.1165,18.0498
104.000,27.7050,27.9552,22.7667,18.0711,18.0085
105.000,27.6833,27.9560,22.7698,18.0832,18.0439
106.000,27.6166,27.8066,22.9186,18.1391,18.0026
107.000,27.6775,27.8655,22.8967,18.1373,18.0106
108.000,27.6780,27.8907,22.8023,18.1764,18.0195
109.000,27.6403,27.9236,22.8603,18.0747,18.0130
110.000,27.6035,27.8567,22.8803,18.1529,17.9537
111.000,27.5882,27.7506,22.8634,18.0525,17.9477
112.000,27.5865,27.7724,22.8367,18.1479,17.9890
113.000,27.5093,27.8319,22.8060,18.1233,17.9483
114.000,27.6334,27.7899,22.9665,18.1989,18.0440
115.000,27.4706,27.8082,22.8494,18.2343,18.0176
116.000,27.7191,27.9943,22.8210,18.2133,17.9725
117.000,27.6527,27.9142,22.8647,18.1093,18.0102
118.000,27.5632,27.8527,22.8161,18.1492,18.0286
119.000,27.6559,27.9005,22.8831,18.1465,18.0076
120.000,27.6166,27.7656,22.8572,18.1914,17.9558
121.000,27.7014,27.8630,22.8785,18.1301,18.0040
122.000,27.6923,27.9072,22.8693,18.2313,18.0219
123.000,27.7779,27.8644,22.9062,18.1209,17.9714
124.000,27.6645,27.9845,22.8580,18.1392,18.0029
125.000,27.7492,27.9075,23.0318,18.1479,18.0448
126.000,27.8474,27.8842,22.9046,18.2147,17.8840
127.000,27.8672,28.0110,22.9753,18.1207,17.9487
128.000,27.8070,27.9068,22.9570,18.2595,17.9889
129.000,27.7575,27.8685,22.8643,18.1874,18.1021
130.000,27.7329,27.8668,22.9057,18.1892,18.0386
131.000,27.7086,27.8245,22.9449,18.2354,18.0695
132.000,27.7191,27.9013,22.8570,18.2581,17.9973
133.000,27.6915,27.8810,22.9204,18.2051,18.0392
134.000,27.6476,27.9209,22.8645,18.2522,17.9888
135.000,27.7009,27.9116,22.9456,18.2222,18.0585
136.000,27.6847,27.8888,22.8682,18.2921,17.9931
137.000,27.7123,27.9404,22.8553,18.2098,17.9861
138.000,27.6394,27.8486,22.9067,18.2276,18.0211
139.000,27.5932,27.9172,22.9335,18.2092,18.0029
140.000,27.6536,27.8072,22.9366,18.2171,18.0352
141.000,27.6414,27.7474,22.8259,18.1641,17.9533
142.000,27.7330,27.9549,22.8046,18.1475,18.0535
143.000,27.7518,27.8482,22.9274,18.2837,17.9311
144.000,27.6832,27.8279,22.8582,18.3162,17.9701
145.000,27.8337,27.7679,22.9257,18.2804,17.9443
146.000,27.7849,27.9292,22.8321,18.2121,18.0297
147.000,27.8878,27.8878,22.9295,18.1941,17.9786
148.000,27.9267,27.9994,22.9844,18.2276,18.0621
149.000,27.9237,27.9802,22.9594,18.2445,18.0155
150.000,27.8342,27.9551,22.9202,18.2329,17.9457
151.000,27.8344,27.9106,22.9356,18.3443,18.0095
152.000,27.9344,27.9041,22.8786,18.3458,17.9132
153.000,27.8783,27.9352,22.8518,18.3621,18.0636
154.000,27.8081,27.8708,22.9073,18.3299,17.9892
155.000,27.7959,27.8456,22.9469,18.2944,18.0174
156.000,27.7214,27.8761,22.8611,18.3380,17.9541
157.000,27.7343,27.8665,22.9789,18.3261,17.9775
158.000,27.7521,27.8679,22.9404,18.2743,17.9708
159.000,27.7951,27.8670,22.9429,18.3305,17.8953
160.000,27.7304,27.9340,22.8370,18.2473,18.0236
161.000,27.6268,27.8584,22.9175,18.3364,18.0444
162.000,27.5904,27.8779,22.9195,18.3454,18.1161
163.000,27.7278,27.8913,23.0210,18.3177,18.0295
164.000,27.7688,27.8601,22.9433,18.3720,18.0132
165.000,27.7298,27.7811,22.9027,18.3436,17.9062
166.000,27.8351,27.8038,22.9900,18.3660,18.1061
167.000,27.7787,27.9162,22.9083,18.4062,17.9695
168.000,27.9071,27.8291,23.0111,18.3767,18.0306
169.000,27.8720,27.8530,22.9963,18.2992,17.9725
170.000,27.8442,27.9162,22.9591,18.3168,18.0525
171.000,27.8617,27.8813,22.9712,18.3230,17.9405
172.000,27.8623,27.9466,22.8928,18.3878,17.9516
173.000,27.9490,27.7959,22.9872,18.3277,17.9802
174.000,27.8747,27.8436,23.0149,18.3565,18.0032
175.000,27.9485,27.8400,23.0201,18.2740,17.9904
176.000,27.9129,27.8878,22.9973,18.3335,18.0004
177.000,27.9068,28.0094,22.9613,18.3709,17.9672
178.000,27.9066,28.0008,22.8897,18.4739,17.9914
179.000,27.9359,27.8629,22.9141,18.3533,18.0277
180.000,27.7190,27.8541,23.0291,18.3532,17.9740
181.000,27.8399,27.7664,22.9606,18.3468,18.0539
182.000,27.7420,27.7910,23.0397,18.4148,17.9879
183.000,27.8958,27.7245,23.0373,18.4023,18.0822
184.000,27.7263,27.7669,22.9912,18.3253,17.9752
185.000,27.6104,27.9130,22.9108,18.3430,18.0245
186.000,27.8309,27.8526,23.0107,18.4819,18.0305
187.000,27.6574,27.7976,22.9759,18.4075,18.0086
188.000,27.7866,27.8581,22.9696,18.4988,17.9701
189.000,27.7568,27.8537,23.0988,18.4333,17.9998
190.000,27.8009,27.7949,22.9001,18.3825,17.9929
191.000,27.8897,27.9773,22.9735,18.4953,17.9837
192.000,27.9055,27.9303,22.9791,18.4434,18.0058
193.000,27.9051,27.7918,23.0271,18.4101,17.9709
194.000,27.8928,27.8742,22.9483,18.4866,17.9326
195.000,27.9492,27.8738,22.9687,18.4157,17.9454
196.000,28.0185,27.8459,22.9470,18.5234,17.8466
197.000,28.0235,27.8182,22.9361,18.4507,18.0785
198.000,28.0438,27.8735,23.1225,18.4636,18.0367
199.000,28.0573,27.8220,22.9149,18.5630,18.0585
200.000,27.9221,27.8424,22.9204,18.4332,17.9010
201.000,27.9137,27.8361,22.9352,18.5222,18.0346
202.000,27.9495,27.9020,22.9274,18.4935,17.9317
203.000,27.7851,27.8522,22.9347,18.5241,18.1136
204.000,27.8802,27.8567,22.9180,18.3856,17.9835
205.000,27.7694,27.8493,22.9689,18.4604,17.9729
206.000,27.8021,27.7824,22.9177,18.5028,18.0743
207.000,27.7728,27.8661,22.9558,18.4967,18.0066
208.000,27.8225,27.8051,22.8801,18.4826,17.9673
209.000,27.7785,27.8599,22.9531,18.3902,17.9575
210.000,27.8019,27.8003,22.9437,18.4818,18.0585
211.000,27.7545,27.7652,22.8541,18.4695,17.9590
212.000,27.8088,27.7120,22.8945,18.4520,18.0821
213.000,27.8342,27.7845,22.8171,18.4107,18.0570
214.000,27.7538,27.7504,22.8964,18.4126,18.0303
215.000,27.8411,27.7963,22.7962,18.4979,18.0384
216.000,27.7811,27.7479,22.8140,18.4999,18.0201
217.000,27.8893,27.6806,22.8351,18.3700,17.9723
218.000,27.9017,27.7825,22.8045,18.5840,18.0274
219.000,27.9019,27.8345,22.6995,18.4956,18.0892
220.000,27.9257,27.7143,22.6374,18.4070,18.0038
221.000,27.9868,27.7905,22.6997,18.4551,17.9515
222.000,27.9376,27.6917,22.6140,18.4537,17.9172
223.000,27.8982,27.7508,22.6342,18.5282,18.0508
224.000,27.9760,27.6802,22.5235,18.4073,18.0051
225.000,27.9147,27.7228,22.5030,18.5158,17.9699
226.000,27.8202,27.6942,22.5064,18.4802,18.0064
227.000,27.8440,27.5988,22.3964,18.5450,18.0114
228.000,27.8273,27.5839,22.4185,18.4691,17.9459
229.000,27.6909,27.6109,22.3239,18.4615,18.0484
230.000,27.7374,27.6159,22.3638,18.3747,18.0162
231.000,27.7495,27.5133,22.3350,18.4445,17.9210
232.000,27.7268,27.5360,22.2429,18.5177,17.9513
233.000,27.8067,27.4677,22.2256,18.4329,18.0673
234.000,27.5872,27.4649,22.1183,18.4053,17.9689
235.000,27.6987,27.4137,22.1036,18.4727,17.9730
236.000,27.5536,27.5240,22.0713,18.3706,18.0301
237.000,27.7099,27.4036,22.0687,18.4880,18.0141
238.000,27.7048,27.3696,21.9269,18.4394,17.9886
239.000,27.7085,27.3346,21.8747,18.3365,17.9614
240.000,27.6458,27.2720,21.8182,18.3004,18.0975
241.000,27.6580,27.3137,21.8505,18.4019,18.0119
242.000,27.6688,27.2914,21.6468,18.3968,18.0185
243.000,27.7199,27.2330,21.6838,18.3651,18.0212
244.000,27.6860,27.2203,21.6750,18.2821,18.0205
245.000,27.6706,27.1934,21.5781,18.4742,17.9322
246.000,27.7302,27.2436,21.5813,18.2361,17.9273
247.000,27.6779,27.0806,21.5157,18.2931,18.0082
248.000,27.5769,27.1415,21.4678,18.4242,18.0003
249.000,27.7068,27.1365,21.4405,18.3287,18.0697
250.000,27.7080,27.1128,21.3726,18.2146,18.0201
251.000,27.5765,27.0274,21.3990,18.2451,18.0135
252.000,27.5823,27.0164,21.3426,18.3697,18.0819
253.000,27.5061,27.0557,21.3119,18.2902,18.0834
254.000,27.6164,26.9978,21.2400,18.4063,17.9908
255.000,27.4482,26.9103,21.1329,18.3616,18.0029
256.000,27.4354,26.8862,21.1961,18.3745,17.9100
257.000,27.3502,26.9486,21.1038,18.3330,17.9995
258.000,27.4615,26.9427,21.1454,18.4113,18.0456
259.000,27.4573,26.8202,21.1517,18.3075,18.0185
260.000,27.4382,26.8667,21.0839,18.3025,17.9970
261.000,27.4447,26.8265,21.0824,18.2543,17.9781
262.000,27.4728,26.7745,21.0541,18.3285,18.0268
263.000,27.4266,26.7993,21.0678,18.2086,18.0151
264.000,27.4755,26.7214,21.0700,18.3306,18.0065
265.000,27.4969,26.7513,20.9936,18.2350,18.0324
266.000,27.5153,26.8364,21.0073,18.3183,17.9993
267.000,27.4569,26.7421,21.0295,18.2705,18.0832
268.000,27.5415,26.7441,21.0220,18.3491,17.9474
269.000,27.6061,26.8538,20.9973,18.1754,18.0176
270.000,27.6014,26.8216,20.9010,18.3463,17.9703
271.000,27.5097,26.7049,21.0084,18.3245,18.0242
272.000,27.5012,26.7881,20.9655,18.2148,18.0504
273.000,27.5859,26.7199,20.9901,18.3500,18.0243
274.000,27.4472,26.6529,21.0493,18.3048,18.0111
275.000,27.4795,26.6276,21.0407,18.3020,18.0253
276.000,27.4682,26.6634,20.9362,18.3316,17.9972
277.000,27.4377,26.6000,21.0559,18.3427,18.0111
278.000,27.3325,26.6506,21.0812,18.2783,17.9786
279.000,27.3945,26.7012,20.9213,18.3363,17.9416
280.000,27.3021,26.6284,20.8986,18.4024,17.9488
281.000,27.2753,26.5954,21.0186,18.2560,18.0840
282.000,27.2393,26.6073,20.9805,18.3218,18.0730
283.000,27.2669,26.6339,20.9507,18.3370,17.9923
284.000,27.2531,26.5817,21.0131,18.2592,17.9979
285.000,27.3072,26.6259,20.9748,18.3885,17.9137
286.000,27.3732,26.6131,21.0781,18.2868,17.9582
287.000,27.3317,26.7349,21.0342,18.2660,18.1226
288.000,27.3997,26.5844,20.9607,18.2845,18.0520
289.000,27.5000,26.6516,20.9786,18.2882,18.1276
290.000,27.4012,26.6143,21.0550,18.2460,17.9762
291.000,27.4919,26.6868,21.1063,18.2830,17.9663
292.000,27.4340,26.5975,21.0444,18.3396,18.0435
293.000,27.4522,26.6732,20.9628,18.3290,18.0336
294.000,27.5045,26.6604,21.0117,18.3238,18.0233
295.000,27.4736,26.5823,21.0749,18.3281,18.0159
296.000,27.4210,26.6152,21.0670,18.2847,18.0576
297.000,27.3884,26.6285,21.0128,18.4269,18.1043
298.000,27.3600,26.6739,21.0893,18.2909,18.1033
299.000,27.3234,26.5294,21.1032,18.3756,18.0619
300.000,27.3909,26.6513,21.1222,18.3101,18.0266
301.000,27.3156,26.5765,21.1367,18.3102,17.9816
302.000,27.2852,26.5728,21.0517,18.2971,18.0483
303.000,27.2624,26.6318,21.1540,18.3722,18.0125
304.000,27.2744,26.6090,21.1368,18.2629,18.0081
305.000,27.2747,26.5986,21.0551,18.3939,17.9863
306.000,27.1802,26.6400,21.0904,18.3331,18.0479
307.000,27.2781,26.6396,21.1245,18.3384,17.9637
308.000,27.1786,26.6686,21.1484,18.3064,18.0149
309.000,27.1970,26.5978,21.1617,18.3125,18.0782
310.000,27.2467,26.5508,21.1465,18.3261,18.0254
311.000,27.2608,26.6255,21.1076,18.3110,17.9909
312.000,27.2225,26.5268,21.1731,18.4107,18.0098
313.000,27.2936,26.5746,21.1622,18.2858,18.0629
314.000,27.3797,26.5719,21.1729,18.4158,18.0133
315.000,27.3650,26.5748,21.1212,18.3117,18.0324
316.000,27.3316,26.7066,21.1299,18.3730,18.0232
317.000,27.4160,26.6269,21.0595,18.4074,17.9634
318.000,27.4561,26.6051,21.2304,18.4243,17.9787
319.000,27.3328,26.6081,21.1197,18.3931,18.0027
320.000,27.3325,26.6509,21.1594,18.3954,18.0965
321.000,27.3479,26.6616,21.2347,18.3424,18.0205
322.000,27.2875,26.5816,21.1792,18.3363,17.9826
323.000,27.2911,26.5331,21.1820,18.2775,18.0048
324.000,27.2608,26.5797,21.1837,18.4154,18.0448
325.000,27.1865,26.5535,21.2396,18.4153,18.0596
326.000,27.1275,26.5563,21.2800,18.3642,18.0153
327.000,27.1835,26.6339,21.2706,18.3569,17.9554
328.000,27.1134,26.6119,21.2183,18.2714,18.0921
329.000,27.2195,26.4272,21.2104,18.3594,18.0267
330.000,27.0482,26.5438,21.2600,18.4262,18.1323
331.000,27.1306,26.6297,21.3164,18.3632,18.0693
332.000,27.0989,26.5696,21.1885,18.4236,18.0900
333.000,27.1684,26.5941,21.2578,18.3326,17.9609
334.000,27.1160,26.6218,21.1850,18.4923,18.0171
335.000,27.1421,26.6096,21.3044,18.4059,18.0263
336.000,27.1647,26.5478,21.3428,18.3816,18.0440
337.000,27.2252,26.6050,21.2543,18.5010,18.0303
338.000,27.1574,26.5002,21.3233,18.4397,18.0748
339.000,27.2440,26.5604,21.3671,18.4706,18.0486
340.000,27.2312,26.6474,21.3189,18.4898,18.0507
341.000,27.2218,26.5334,21.3081,18.4146,18.0126
342.000,27.3082,26.5756,21.2843,18.3255,18.0185
343.000,27.2496,26.6107,21.2178,18.4486,17.9798
344.000,27.2125,26.6108,21.2293,18.4602,18.1004
345.000,27.2269,26.5401,21.2876,18.4130,18.0676
346.000,27.2025,26.5698,21.3112,18.3680,18.0779
347.000,27.2508,26.5241,21.3027,18.3812,18.0362
348.000,27.1124,26.5166,21.3731,18.4018,18.0649
349.000,27.1583,26.5078,21.3142,18.5456,17.9700
350.000,27.1028,26.5946,21.3189,18.4345,17.9553
351.000,27.1061,26.5702,21.2758,18.4430,18.1364
352.000,27.1023,26.5870,21.2585,18.3469,18.0457
353.000,27.1031,26.5398,21.3359,18.4061,18.0194
354.000,27.0764,26.6034,21.3373,18.4116,18.0203
355.000,27.0971,26.5572,21.3266,18.4598,18.0669
356.000,27.0689,26.5564,21.2730,18.4125,18.0817
357.000,27.1179,26.5814,21.3841,18.4655,18.0116
358.000,27.0879,26.5907,21.3087,18.4476,18.0776
359.000,27.1078,26.5125,21.3315,18.4336,18.1556
360.000,27.1638,26.4650,21.3326,18.5284,18.0061
361.000,27.0453,26.5543,21.3967,18.4803,18.0394
362.000,27.2175,26.6184,21.3647,18.4563,18.0153
363.000,27.2304,26.5304,21.3443,18.4693,17.9883
364.000,27.2527,26.5629,21.4114,18.4411,18.0526
365.000,27.2005,26.5742,21.4933,18.3946,18.0955
366.000,27.2301,26.5538,21.3718,18.4074,17.9887
367.000,27.1837,26.5719,21.4645,18.4437,18.0427
368.000,27.2437,26.4927,21.4516,18.3945,17.9955
369.000,27.1542,26.5482,21.3657,18.4418,18.0722
370.000,27.2073,26.4998,21.4478,18.5045,18.0418
371.000,27.1194,26.5203,21.3599,18.4398,18.1319
372.000,27.1529,26.5274,21.4711,18.4908,18.0337
373.000,27.1006,26.4664,21.4434,18.5705,18.0491
374.000,27.0365,26.4724,21.4131,18.4954,18.0404
375.000,27.0781,26.5850,21.3827,18.4946,17.9994
376.000,26.9748,26.4301,21.4245,18.4863,17.9580
377.000,26.9130,26.5871,21.5108,18.5131,18.0350
378.000,26.9861,26.6276,21.4581,18.4884,18.1040
379.000,26.9597,26.4922,21.4211,18.4540,18.0322
380.000,27.0546,26.5243,21.5431,18.5230,18.0498
381.000,26.9953,26.5119,21.5395,18.4390,18.0228
382.000,27.0151,26.5768,21.4967,18.4763,18.0591
383.000,26.9729,26.5752,21.4032,18.5352,17.9683
384.000,27.0997,26.5120,21.4959,18.4167,17.9607
385.000,27.0878,26.5611,21.5298,18.3687,18.0288
386.000,27.1435,26.6166,21.4456,18.5288,18.0874
387.000,27.0769,26.5395,21.5281,18.4522,18.1088
388.000,27.1517,26.5224,21.4091,18.6023,17.9411
389.000,27.2174,26.5492,21.5112,18.5762,18.0472
390.000,27.0881,26.6022,21.5748,18.5400,18.0051
391.000,27.2306,26.5531,21.4467,18.4784,17.9567
392.000,27.1186,26.5818,21.5397,18.5648,17.9859
393.000,27.0560,26.6083,21.5833,18.5206,18.0072
394.000,27.0434,26.5401,21.4791,18.4623,18.0580
395.000,27.1115,26.5633,21.5148,18.4735,18.1052
396.000,27.0978,26.5275,21.5532,18.4542,17.9757
397.000,27.0002,26.5130,21.5402,18.5306,18.0621
398.000,26.9817,26.5630,21.6288,18.3873,18.0170
399.000,26.9740,26.5342,21.5871,18.5762,18.0623
400.000,26.9074,26.5113,21.5562,18.5160,18.0478
401.000,26.8767,26.5325,21.5663,18.4017,18.0667
402.000,26.9193,26.5195,21.5035,18.5413,18.0062
403.000,27.0051,26.4883,21.5528,18.4297,18.0707
404.000,27.0315,26.5290,21.6186,18.6655,18.0751
405.000,26.9483,26.5468,21.6022,18.5195,18.0449
406.000,27.0173,26.5536,21.5322,18.5131,18.0791
407.000,26.9595,26.5106,21.6059,18.6303,18.0756
408.000,26.9909,26.6381,21.6383,18.5337,18.0400
409.000,27.0552,26.4536,21.6467,18.5378,18.0286
410.000,27.0730,26.5562,21.6249,18.5452,18.1022
411.000,27.0040,26.4859,21.5769,18.5359,18.0090
412.000,27.1088,26.5172,21.5656,18.5078,18.0560
413.000,27.1280,26.5809,21.7125,18.5374,18.0098
414.000,27.0359,26.5221,21.6716,18.5724,18.0056
415.000,27.1976,26.5722,21.6402,18.6037,18.0146
416.000,27.1471,26.5193,21.6485,18.5953,18.0626
417.000,27.1079,26.5505,21.4682,18.5571,18.0800
418.000,27.0708,26.4764,21.6071,18.5562,18.0081
419.000,27.0808,26.5558,21.7049,18.5580,18.0407
420.000,26.9256,26.4665,21.7512,18.4425,17.9780
421.000,26.9262,26.4936,21.6290,18.5071,18.1144
422.000,26.9922,26.4616,21.6278,18.5615,18.0371
423.000,26.8848,26.5940,21.6150,18.6582,18.1005
424.000,26.9853,26.5689,21.6761,18.6351,18.0224
425.000,26.9592,26.4399,21.6833,18.5227,18.0437
426.000,26.8963,26.4647,21.6426,18.5899,18.0892
427.000,26.8547,26.5039,21.6997,18.6084,18.0791
428.000,26.8784,26.5816,21.7207,18.5180,18.0109
429.000,26.8238,26.5235,21.6525,18.5343,18.0485
430.000,26.8938,26.5508,21.7282,18.5714,17.9470
431.000,26.8574,26.4952,21.7341,18.5564,18.0397
432.000,26.9816,26.6116,21.7247,18.5751,18.0738
433.000,27.0145,26.5077,21.6919,18.6490,18.0102
434.000,26.9929,26.6103,21.7118,18.6667,18.0591
435.000,27.0315,26.6209,21.6945,18.5035,18.1329
436.000,27.0574,26.4765,21.5884,18.6460,18.0560
437.000,27.0850,26.6042,21.6865,18.6166,18.0449
438.000,27.1388,26.5631,21.6471,18.5961,18.0346
439.000,27.0739,26.6315,21.7761,18.6067,18.0295
440.000,27.0782,26.5421,21.7145,18.6205,18.0233
441.000,27.0290,26.4661,21.8249,18.6580,18.0395
442.000,26.9804,26.5017,21.8053,18.6940,18.0285
443.000,26.9286,26.5425,21.8165,18.5380,18.0079
444.000,26.9867,26.4617,21.7869,18.5952,18.0286
445.000,26.9205,26.5103,21.7508,18.6556,18.0103
446.000,26.8845,26.4801,21.7633,18.5878,18.0714
447.000,26.8488,26.4859,21.7360,18.5361,17.9774
448.000,26.8502,26.5558,21.7566,18.6153,17.9542
449.000,26.7950,26.5198,21.7705,18.6137,18.1319
450.000,26.8886,26.5286,21.7024,18.6337,18.0451
451.000,26.8820,26.4449,21.6711,18.6744,18.1001
452.000,26.9124,26.5261,21.8676,18.5588,18.0005
453.000,26.8247,26.5592,21.7092,18.6979,17.9893
454.000,26.8628,26.5441,21.7103,18.6833,18.0494
455.000,26.9016,26.5449,21.8746,18.6341,18.1052
456.000,26.8941,26.4984,21.8085,18.6060,18.0495
457.000,27.0120,26.4918,21.7140,18.6568,18.1318
458.000,27.0520,26.6181,21.7693,18.7450,18.0895
459.000,26.9831,26.5571,21.7885,18.7186,17.9891
460.000,26.9927,26.6109,21.7638,18.5846,17.9820
461.000,27.1066,26.6080,21.8415,18.6144,18.0384
462.000,27.0177,26.5676,21.7458,18.6377,18.1649
463.000,26.9362,26.5435,21.8435,18.6401,18.0120
464.000,26.9778,26.6243,21.8128,18.6117,17.9985
465.000,26.9782,26.5770,21.7657,18.6008,17.9891
466.000,27.0370,26.6063,21.8107,18.6996,18.0290
467.000,26.9644,26.5046,21.8286,18.6493,18.0285
468.000,26.9426,26.4720,21.8308,18.6603,18.0761
469.000,26.9355,26.5425,21.8934,18.6409,18.0508
470.000,26.8900,26.5913,21.8537,18.6915,18.0977
471.000,26.8742,26.5738,21.8235,18.6819,18.1040
472.000,26.8166,26.4813,21.8223,18.5547,18.1495
473.000,26.7742,26.4095,21.8272,18.6927,18.0517
474.000,26.7344,26.4854,21.7832,18.6751,17.9805
475.000,26.8467,26.4985,21.8161,18.6826,18.0498
476.000,26.9195,26.4506,21.8511,18.6645,18.0197
477.000,26.8672,26.4587,21.9481,18.6912,17.9538
478.000,26.8866,26.4212,21.8920,18.6895,18.1806
479.000,26.9521,26.4732,21.9020,18.6909,18.0461
